n,p,k,ec_aktual,kelembapan_udara,kelembapan_tanah,suhu,fase,usia_hst,target_ec,vpd
208.98,50.5,175.65,1.706,90.15,61.18,29.23,0,16,1.78,0.3998
237.21,51.29,204.96,1.458,93.24,38.77,25.29,0,44,1.79,0.2179
207.13,55.03,199.05,1.665,84.83,82.2,28.32,0,37,1.58,0.5842
123.17,67.03,253.81,2.092,80.18,83.62,26.3,1,144,1.98,0.6781
194.69,59.19,167.21,1.684,87.26,78.48,27.41,0,29,1.81,0.4653
158.53,77.29,253.82,1.776,81.33,43.12,26.56,1,147,1.82,0.6487
168.27,57.31,268.96,2.135,78.36,45.32,28.12,1,101,1.66,0.8237
219.65,55.59,175.08,1.65,70.55,52.38,29.15,0,28,1.51,1.1899
163.18,64.45,241.55,2.097,82.9,61.86,27.9,1,82,1.97,0.6426
243.14,60.65,153.19,1.82,80.36,84.57,26.66,0,26,1.7,0.6864
133.04,61.37,267.39,2.095,79.21,82.59,31.96,1,127,1.56,0.9863
126.44,71.27,265.39,1.858,68.2,80.66,30.89,1,137,1.42,1.4197
180.23,52.44,160.73,1.678,84.0,34.91,27.06,0,25,1.57,0.5725
245.38,62.74,190.69,1.42,71.87,71.64,26.08,0,30,1.59,0.9501
154.92,53.21,224.18,1.992,89.22,78.23,26.35,1,47,2.22,0.3699
177.78,53.57,265.08,1.94,80.72,48.33,32.65,1,129,1.7,0.9509
183.88,45.97,159.22,1.601,81.26,42.08,27.61,0,23,1.61,0.6924
162.05,65.99,248.88,1.819,84.19,71.16,29.03,1,118,1.98,0.6344
123.62,70.16,296.63,1.833,79.48,35.0,25.7,1,100,1.44,0.6776
126.46,53.8,256.54,1.946,82.18,81.75,28.53,1,108,2.0,0.6947
181.79,50.17,179.92,1.573,89.16,38.58,24.8,0,38,1.75,0.3393
131.89,67.93,297.37,1.949,66.68,55.16,28.16,1,110,1.55,1.2713
121.73,54.41,232.08,2.174,78.2,84.05,30.07,1,72,2.03,0.9287
232.98,50.63,186.96,1.651,84.03,84.35,25.96,0,40,1.59,0.5356
199.57,64.01,163.86,1.648,80.45,72.68,28.97,0,35,1.61,0.7818
133.11,50.5,223.56,1.954,90.26,76.16,27.25,1,136,2.24,0.3524
197.92,54.85,202.73,1.433,77.69,83.19,26.88,0,36,1.52,0.7898
122.88,79.87,299.34,2.0,80.04,81.01,27.06,1,80,1.79,0.7142
221.94,63.74,153.64,1.817,74.54,64.22,25.98,0,20,1.65,0.8548
213.01,61.15,207.66,1.627,93.92,70.4,23.48,0,43,1.89,0.1758
165.79,68.89,280.24,2.134,83.92,62.66,24.83,1,123,1.72,0.5042
206.2,56.3,159.1,1.749,81.81,57.86,26.11,0,10,1.57,0.6154
205.96,45.51,208.15,1.667,82.42,78.45,27.58,0,28,1.62,0.6484
248.07,58.27,171.92,1.626,86.43,70.59,26.95,0,9,1.84,0.4824
179.93,64.74,250.27,1.881,82.4,77.29,29.82,1,116,2.1,0.7391
237.26,53.15,156.2,1.575,94.94,35.28,28.67,0,40,1.69,0.1989
229.57,46.52,159.6,1.557,85.54,61.71,26.92,0,14,1.58,0.5131
124.54,78.37,226.38,2.04,79.16,48.12,28.9,1,148,2.05,0.83
249.52,57.27,151.33,1.43,80.86,58.24,26.48,0,22,1.59,0.6619
158.5,61.13,268.79,1.936,79.61,63.71,28.8,1,79,1.67,0.8074
227.77,57.98,197.52,1.648,75.75,76.52,26.94,0,27,1.57,0.8616
137.31,53.55,247.19,1.916,81.03,31.75,29.64,1,52,1.8,0.7884
218.86,55.31,205.13,1.49,90.71,39.02,23.01,0,28,1.66,0.2612
146.37,70.55,290.89,1.905,80.32,80.68,26.8,1,133,1.72,0.6935
182.48,43.88,202.42,1.567,80.07,83.2,25.99,0,24,1.6,0.6695
238.52,55.59,175.07,1.314,90.77,33.05,27.01,0,18,1.72,0.3293
242.75,54.66,181.81,1.51,74.37,48.25,28.89,0,12,1.67,1.0201
191.37,48.45,168.99,1.714,74.7,30.54,24.96,0,33,1.62,0.7995
235.09,47.4,189.48,1.639,78.78,71.66,25.5,0,7,1.59,0.6925
231.88,48.68,169.09,1.65,76.87,67.51,25.47,0,21,1.54,0.7535
129.77,56.82,251.6,1.781,80.57,61.06,32.07,1,119,1.98,0.9275
209.53,64.37,154.86,1.55,82.47,68.04,25.81,0,19,1.64,0.5827
209.59,59.09,153.46,1.586,81.16,59.58,28.04,0,27,1.72,0.7138
163.72,77.46,255.53,2.056,88.51,43.14,27.51,1,74,2.21,0.4221
165.06,71.68,287.77,2.133,82.36,71.49,24.1,1,117,1.72,0.5295
186.63,53.15,162.34,1.715,90.59,73.08,23.1,0,10,1.79,0.266
219.41,45.11,167.95,1.53,92.22,76.98,25.38,0,25,1.81,0.2521
233.32,58.03,204.31,1.533,81.96,82.47,25.84,0,16,1.66,0.6007
175.09,76.25,256.97,2.169,86.87,71.11,27.02,1,60,2.24,0.4687
152.72,76.66,275.72,1.957,78.88,33.0,30.45,1,49,1.6,0.9195
216.79,50.23,204.67,1.47,92.23,31.15,22.1,0,37,1.71,0.2067
139.42,74.32,261.45,1.975,72.45,70.69,30.22,1,116,1.68,1.1838
127.93,54.4,266.83,2.162,74.05,33.08,28.03,1,93,1.66,0.9826
148.39,72.43,283.89,1.891,79.61,47.38,28.81,1,53,1.79,0.8078
167.48,74.44,265.73,1.949,80.42,37.49,25.15,1,91,1.56,0.6258
186.25,46.61,182.8,1.496,80.76,83.29,26.84,0,36,1.56,0.6796
240.16,63.23,181.99,1.715,80.46,47.4,28.82,0,13,1.58,0.7746
201.78,56.44,192.8,1.635,88.22,33.03,25.42,0,23,1.74,0.3826
180.1,42.86,202.75,1.711,80.0,82.23,28.29,0,10,1.58,0.7688
196.39,43.59,187.02,1.788,82.47,63.48,23.24,0,9,1.85,0.4997
124.3,67.18,254.06,1.819,84.03,31.99,24.12,1,93,2.02,0.48
186.47,54.85,156.71,1.509,83.06,75.83,22.89,0,36,1.8,0.4728
228.5,58.82,197.35,1.548,79.47,38.39,25.95,0,42,1.51,0.6881
194.98,46.86,157.7,1.608,75.67,74.13,26.41,0,20,1.55,0.8379
153.63,73.93,223.2,2.061,83.64,63.15,26.89,1,48,1.99,0.5795
216.15,42.73,181.68,1.541,80.7,39.74,26.62,0,22,1.56,0.6729
212.21,45.19,173.15,1.517,90.15,71.39,24.64,0,34,1.79,0.3054
210.4,64.26,186.78,1.715,76.76,55.0,26.12,0,18,1.62,0.7868
228.48,43.37,196.34,1.666,83.63,65.1,23.51,0,14,1.87,0.4743
129.76,57.07,233.02,2.038,92.93,77.82,26.27,1,93,2.15,0.2415
165.34,76.63,237.13,1.743,76.09,44.32,29.68,1,145,2.01,0.996
241.61,41.83,206.83,1.745,83.35,50.13,25.52,0,12,1.46,0.544
152.73,51.54,283.07,2.022,72.28,84.85,32.38,1,70,1.43,1.3466
166.36,67.42,269.97,1.981,76.64,57.95,26.8,1,101,1.74,0.8231
140.46,78.39,241.19,1.902,90.03,60.72,28.01,1,148,2.17,0.3771
225.31,50.53,191.55,1.524,86.48,45.7,24.31,0,36,1.81,0.411
199.29,51.17,152.35,1.493,84.44,52.88,26.36,0,22,1.52,0.5343
236.02,42.81,184.5,1.36,74.39,57.59,27.36,0,17,1.46,0.9325
139.98,63.12,289.45,1.902,82.5,44.21,29.77,1,118,1.66,0.7328
225.52,45.27,206.5,1.408,84.81,43.1,31.64,0,21,1.57,0.7077
209.46,41.94,184.23,1.593,93.45,63.03,22.0,0,7,1.78,0.1732
247.33,64.92,197.65,1.462,85.9,40.1,27.72,0,19,1.67,0.5243
177.44,63.45,290.99,2.088,76.49,60.44,28.18,1,124,1.6,0.898
220.44,43.53,166.85,1.4,86.27,68.84,25.33,0,9,1.76,0.4436
128.95,77.53,296.64,2.143,83.31,40.9,30.59,1,58,1.68,0.7325
124.58,60.73,287.65,2.1,74.7,71.02,26.47,1,89,1.69,0.8744
183.35,41.6,164.03,1.472,75.01,49.78,29.87,0,17,1.65,1.0525
157.45,76.95,245.86,1.989,86.95,84.59,27.76,1,92,2.2,0.4864
236.76,42.25,188.64,1.497,87.99,83.85,26.55,0,18,1.84,0.417
136.55,73.52,268.65,2.069,76.54,73.92,25.8,1,78,1.76,0.7793
203.88,56.49,184.94,1.816,90.35,48.85,23.47,0,28,1.73,0.2789
132.71,61.3,276.54,2.142,78.74,81.55,32.49,1,61,1.76,1.0392
123.03,63.41,275.92,1.917,84.61,84.93,29.77,1,93,1.69,0.6444
151.02,62.56,226.98,2.014,83.61,55.43,23.02,1,80,2.2,0.461
140.82,72.7,242.84,2.183,82.67,63.8,31.18,1,96,2.01,0.7866
247.07,53.67,199.76,1.663,87.68,30.33,26.71,0,23,1.72,0.4318
176.79,64.74,267.2,2.121,80.8,32.39,27.71,1,123,1.53,0.7136
128.6,74.98,246.28,2.078,80.52,57.53,30.08,1,136,1.92,0.8303
120.12,71.96,288.04,2.009,80.31,63.51,26.61,1,89,1.67,0.6861
216.76,50.18,198.81,1.592,91.48,47.18,26.98,0,31,1.83,0.3034
147.76,67.62,252.74,1.855,78.28,35.45,31.8,1,46,1.96,1.0211
162.42,70.0,242.1,1.908,77.78,73.02,27.9,1,148,1.97,0.835
154.85,50.7,289.71,1.892,81.97,53.03,24.39,1,139,1.74,0.5507
240.19,54.12,152.53,1.558,86.42,65.69,24.12,0,25,1.79,0.4081
141.24,79.78,256.82,2.012,85.77,65.76,28.33,1,55,2.02,0.5483
195.3,58.76,151.07,1.587,76.01,60.08,27.57,0,32,1.57,0.8843
142.58,60.03,294.2,2.026,91.06,39.82,28.53,1,57,1.81,0.3485
188.52,51.2,173.33,1.68,86.73,63.88,24.8,0,21,1.75,0.4154
130.07,56.28,291.36,1.95,82.11,47.71,30.8,1,80,1.7,0.7946
166.28,62.05,277.55,2.089,81.12,75.05,28.77,1,143,1.74,0.7463
222.41,49.24,199.62,1.737,81.68,40.63,28.8,0,11,1.58,0.7254
136.15,54.06,253.66,2.05,78.82,46.01,31.04,1,141,2.01,0.9537
187.12,40.79,191.34,1.535,86.73,54.22,28.74,0,12,1.62,0.5236
177.77,68.21,224.82,2.114,81.8,70.7,28.51,1,90,2.06,0.7086
121.23,54.39,284.07,2.058,85.33,69.64,28.89,1,73,1.61,0.5839
131.97,51.33,229.77,2.074,81.8,48.54,26.14,1,128,2.04,0.6169
146.9,51.04,252.83,2.184,83.87,58.09,27.34,1,69,1.95,0.5867
158.31,58.02,238.77,2.085,77.82,42.88,28.51,1,65,1.94,0.8636
216.36,44.35,178.59,1.789,88.57,72.37,27.79,0,19,1.77,0.4268
224.49,46.48,200.16,1.582,80.17,40.82,25.74,0,8,1.55,0.6564
158.55,63.67,286.38,1.948,79.79,75.06,28.98,1,73,1.71,0.8086
172.65,59.74,298.25,2.138,78.58,81.53,30.38,1,149,1.65,0.9289
139.76,75.01,295.32,1.882,80.06,84.54,28.52,1,65,1.73,0.7768
169.74,65.15,269.79,2.227,83.37,77.13,30.82,1,114,1.59,0.7395
194.74,50.13,153.6,1.756,84.21,42.19,24.12,0,16,1.85,0.4746
135.17,58.87,252.06,2.011,88.79,52.91,28.53,1,103,2.12,0.437
244.38,51.17,207.6,1.744,79.72,34.89,26.32,0,31,1.52,0.6947
233.16,63.19,163.23,1.679,84.82,39.05,26.14,0,42,1.46,0.5145
218.7,47.48,169.85,1.445,78.59,32.73,27.81,0,16,1.48,0.8004
197.64,50.02,155.92,1.502,84.02,65.26,28.43,0,33,1.56,0.6193
187.76,49.91,171.73,1.634,83.61,59.33,26.46,0,13,1.49,0.5661
242.91,53.65,152.66,1.619,84.26,80.44,24.96,0,27,1.78,0.4974
165.45,62.3,267.63,2.157,90.27,55.47,25.75,1,138,1.84,0.3223
187.75,46.2,183.33,1.636,81.61,65.33,25.13,0,24,1.53,0.5871
235.81,59.84,208.5,1.448,87.69,52.09,25.27,0,7,1.78,0.3963
211.27,52.41,199.1,1.535,79.61,75.62,26.71,0,31,1.59,0.7147
202.68,40.18,199.32,1.689,84.83,80.95,25.81,0,27,1.6,0.5042
231.74,54.78,163.69,1.381,76.43,53.75,27.88,0,36,1.62,0.8847
223.0,59.95,155.23,1.431,81.44,34.55,25.27,0,38,1.44,0.5975
145.14,71.14,298.92,1.955,84.44,38.99,25.16,1,128,1.73,0.4976
126.22,63.14,252.8,2.111,91.61,69.63,27.73,1,79,2.24,0.3122
146.58,58.82,222.01,1.974,79.15,47.89,32.06,1,118,1.98,0.9947
202.35,64.41,156.54,1.655,92.03,73.2,26.38,0,35,1.9,0.274
203.08,41.91,179.63,1.601,85.84,71.24,25.3,0,38,1.7,0.4566
145.95,67.5,291.31,1.983,80.99,68.19,27.31,1,147,1.72,0.6902
199.81,48.98,175.33,1.522,92.88,74.78,24.8,0,34,1.76,0.2229
211.11,63.54,153.73,1.701,86.81,71.61,25.42,0,11,1.76,0.4284
205.74,56.22,201.41,1.449,79.08,64.79,28.01,0,41,1.57,0.7912
231.47,62.26,150.79,1.572,86.4,30.23,26.06,0,31,1.77,0.4588
222.25,59.65,206.36,1.738,84.62,58.36,23.8,0,13,1.72,0.4534
225.75,40.7,201.77,1.508,70.52,62.74,30.04,0,39,1.32,1.2537
163.59,50.3,292.55,1.813,87.2,82.84,27.75,1,97,1.93,0.4768
202.79,53.14,208.95,1.346,91.66,65.78,23.69,0,27,1.89,0.2443
152.05,73.43,257.43,2.08,90.14,61.65,29.5,1,64,2.16,0.4065
166.98,51.14,228.34,2.088,85.53,59.77,26.75,1,136,2.05,0.5084
125.64,69.4,239.71,1.959,78.79,35.68,30.51,1,145,1.94,0.9266
120.72,78.49,264.39,1.847,83.68,53.52,31.11,1,113,1.71,0.7378
168.87,55.14,291.8,1.982,88.06,37.39,26.32,1,94,1.81,0.409
249.87,49.61,173.64,1.741,89.32,32.9,29.3,0,9,1.68,0.4353
187.06,55.75,176.15,1.448,84.56,48.12,25.24,0,36,1.85,0.4961
237.49,44.85,204.75,1.727,83.32,65.5,25.94,0,34,1.63,0.5587
166.0,68.61,243.53,1.797,79.12,77.67,27.55,1,145,1.97,0.7688
178.07,62.12,233.58,1.864,81.22,74.57,32.19,1,52,1.92,0.9026
225.02,60.28,206.23,1.613,75.97,46.21,26.43,0,40,1.56,0.8285
148.88,52.67,259.41,2.114,87.69,32.53,26.32,1,113,2.05,0.4217
187.98,59.27,203.56,1.777,84.63,52.15,28.68,0,11,1.6,0.6044
160.15,57.16,292.35,2.119,86.45,47.31,26.64,1,67,1.92,0.473
186.35,58.22,202.67,1.786,87.88,50.42,22.57,0,8,1.82,0.3317
208.52,49.68,190.63,1.622,91.35,60.75,26.46,0,30,1.82,0.2988
243.81,42.52,194.61,1.525,87.48,31.67,27.09,0,16,1.71,0.4487
234.71,49.83,191.99,1.742,80.17,50.39,27.0,0,26,1.6,0.707
230.6,43.97,177.63,1.764,81.29,60.72,25.85,0,41,1.6,0.6234
217.31,49.77,166.47,1.712,79.03,53.7,26.75,0,27,1.66,0.7368
168.64,74.29,273.55,2.074,83.57,66.7,29.65,1,125,1.68,0.6833
211.46,54.98,193.87,1.767,77.96,40.24,27.26,0,35,1.59,0.7979
190.48,49.04,187.56,1.641,89.74,38.46,25.75,0,41,1.59,0.3398
169.62,61.29,273.51,1.998,90.35,46.93,26.4,1,102,1.87,0.3321
138.76,55.5,275.47,2.087,76.74,35.6,29.3,1,51,1.58,0.948
183.75,62.99,196.49,1.657,79.78,42.99,29.77,0,26,1.66,0.8467
188.82,42.28,194.9,1.706,84.06,34.78,26.13,0,42,1.43,0.5399
222.63,57.19,156.32,1.584,88.11,52.11,26.46,0,24,1.79,0.4107
222.5,56.81,171.78,1.709,92.56,69.13,25.54,0,28,1.79,0.2434
142.0,60.67,221.55,2.103,72.64,45.76,29.37,1,117,2.03,1.1196
230.9,49.29,182.29,1.626,78.53,30.21,30.42,0,21,1.48,0.9332
234.15,47.64,153.68,1.51,81.51,60.64,27.4,0,22,1.63,0.6749
170.07,66.21,237.99,2.149,77.5,68.06,25.56,1,109,2.01,0.7369
220.95,46.63,156.39,1.455,81.16,51.52,26.57,0,9,1.56,0.6549
145.5,55.89,289.41,1.885,82.86,46.33,29.75,1,89,1.64,0.7169
232.72,60.94,196.96,1.62,80.92,56.99,27.99,0,33,1.7,0.7208
174.65,54.53,271.91,1.699,74.61,35.57,27.97,1,149,1.57,0.958
201.72,43.94,189.61,1.785,95.0,65.42,27.36,0,44,1.72,0.1821
133.46,62.95,268.23,2.002,85.13,70.33,26.33,1,148,1.68,0.5097
168.96,56.75,285.24,2.185,83.94,68.75,26.8,1,63,1.67,0.5659
200.82,63.17,192.76,1.816,78.9,48.08,25.68,0,8,1.54,0.696
159.61,59.88,294.58,1.981,82.99,76.35,28.69,1,77,1.7,0.6693
157.49,66.14,237.07,2.162,83.18,82.08,26.11,1,69,2.01,0.5691
139.17,71.72,293.54,1.873,73.76,46.34,26.99,1,131,1.6,0.935
121.22,64.38,222.26,2.052,77.9,44.45,26.95,1,95,2.01,0.7856
131.51,51.86,263.42,1.943,86.34,68.73,27.93,1,104,1.74,0.5142
238.36,55.01,161.55,1.684,93.6,68.96,26.24,0,39,1.75,0.2182
218.24,62.9,185.13,1.706,86.66,58.07,25.2,0,8,1.73,0.4276
173.03,62.75,264.39,1.981,84.9,80.78,31.24,1,59,1.65,0.6877
206.9,40.07,202.55,1.665,79.99,38.05,29.7,0,39,1.47,0.8345
151.33,59.83,243.14,2.113,78.37,56.26,31.89,1,118,2.0,1.0221
150.72,76.61,224.31,2.023,84.66,31.94,31.43,1,61,1.84,0.7062
235.43,40.43,191.24,1.905,91.67,32.9,26.83,0,7,1.68,0.294
212.55,49.87,196.82,1.584,92.64,32.95,23.74,0,35,1.69,0.2162
172.41,75.7,293.89,2.199,76.47,57.05,28.55,1,107,1.71,0.9183
229.29,60.95,167.84,1.737,81.8,62.39,28.18,0,26,1.53,0.6952
162.01,75.91,245.42,1.777,84.01,30.19,27.64,1,104,1.86,0.5919
215.72,45.81,176.66,1.779,86.91,64.79,21.44,0,23,1.76,0.3345
127.03,54.54,236.94,2.129,82.82,56.93,29.58,1,66,2.08,0.7116
209.67,46.59,180.27,1.614,88.01,42.31,26.22,0,32,1.85,0.4083
153.04,53.34,281.4,2.044,88.77,30.83,26.38,1,106,1.79,0.3861
248.75,60.19,159.96,1.659,90.77,38.59,27.96,0,40,1.62,0.3481
172.85,74.91,225.18,2.165,80.39,63.02,28.29,1,118,2.04,0.7539
243.26,40.14,163.64,1.55,76.36,66.24,27.02,0,8,1.65,0.8438
124.9,57.33,299.17,2.19,83.31,65.59,28.86,1,118,1.69,0.6632
137.68,70.28,265.28,1.87,89.36,38.42,30.63,1,55,1.77,0.468
185.93,57.63,191.04,1.389,80.36,80.12,27.51,0,44,1.56,0.7215
198.43,59.53,186.0,1.671,85.96,52.6,27.75,0,19,1.63,0.523
210.93,56.59,180.14,1.751,89.36,72.24,24.02,0,31,1.83,0.3179
156.51,75.42,276.11,1.978,78.61,39.16,33.16,1,129,1.54,1.0856
158.79,65.44,290.91,1.728,82.7,55.88,27.6,1,109,1.65,0.6389
243.22,46.79,180.61,1.421,80.22,58.68,25.18,0,24,1.54,0.6333
245.79,49.56,183.84,1.652,70.89,72.37,28.01,0,25,1.68,1.101
191.45,55.41,151.35,1.599,79.2,64.18,25.27,0,19,1.61,0.6696
125.75,59.67,255.99,2.154,79.45,51.96,29.0,1,116,2.05,0.8232
213.72,47.38,196.97,1.609,90.24,45.54,25.28,0,22,1.8,0.3144
125.3,78.64,273.33,1.911,82.45,83.51,27.26,1,59,1.71,0.6353
234.95,53.34,202.52,1.637,81.03,45.65,26.53,0,22,1.58,0.6579
143.86,65.23,260.6,2.122,75.16,37.12,30.99,1,66,1.67,1.1153
241.77,57.95,195.97,1.762,87.13,46.52,26.28,0,18,1.81,0.4398
226.96,51.84,198.27,1.587,88.12,47.98,29.08,0,32,1.79,0.4781
132.44,75.57,245.86,2.008,88.21,37.03,27.34,1,126,2.0,0.4288
144.69,54.05,284.43,2.094,85.74,68.95,27.54,1,107,1.72,0.5247
132.18,77.53,250.18,1.91,72.86,64.05,30.29,1,90,2.02,1.1709
186.53,40.08,183.03,1.688,82.18,47.41,26.18,0,36,1.66,0.6054
191.66,47.76,183.99,1.572,88.88,84.62,31.5,0,42,1.58,0.514
176.89,66.39,281.1,1.991,85.29,66.03,30.91,1,47,1.66,0.6575
125.39,54.51,234.36,2.0,76.48,68.68,25.92,1,58,2.08,0.7869
237.07,46.33,168.73,1.616,85.59,60.65,24.04,0,37,1.72,0.431
200.78,53.59,182.14,1.83,83.75,60.34,28.4,0,18,1.55,0.6287
248.31,41.97,164.97,1.544,76.8,31.1,29.88,0,17,1.57,0.9776
174.74,77.47,285.66,1.95,69.94,72.4,28.91,1,80,1.74,1.1979
192.14,47.59,208.51,1.774,81.94,80.09,28.95,0,31,1.58,0.7213
213.32,49.58,198.12,1.653,80.07,36.72,26.1,0,31,1.48,0.6739
212.68,59.78,187.15,1.692,80.39,73.76,25.77,0,26,1.59,0.6503
214.48,56.55,184.05,1.476,84.88,59.39,23.16,0,14,1.84,0.4289
217.5,51.15,179.39,1.63,79.32,45.69,30.57,0,30,1.64,0.9066
182.18,54.44,162.3,1.697,82.76,80.65,27.44,0,24,1.63,0.6307
228.04,59.17,170.88,1.519,80.12,30.96,25.52,0,44,1.54,0.6495
142.94,76.72,264.53,2.075,79.34,45.07,30.07,1,147,1.73,0.8801
235.37,44.63,206.67,1.575,76.61,78.74,24.55,0,30,1.48,0.7213
237.07,47.52,175.53,1.523,84.47,56.46,27.31,0,11,1.62,0.5638
179.11,66.94,270.79,2.122,70.14,62.94,25.64,1,83,1.68,0.9826
151.06,74.81,236.2,2.137,83.3,71.24,25.28,1,111,2.11,0.5379
229.23,40.3,181.11,1.615,88.36,38.14,26.37,0,15,1.63,0.3999
248.44,44.35,165.09,1.654,80.96,41.83,23.6,0,8,1.54,0.5546
211.27,60.21,172.86,1.759,87.1,84.92,26.65,0,7,1.81,0.4506
124.32,54.97,239.76,1.953,88.16,43.06,27.91,1,140,2.14,0.4452
177.59,57.55,276.1,2.042,65.51,59.66,28.27,1,77,1.63,1.3243
145.08,54.89,225.66,1.954,78.39,46.43,31.5,1,80,2.03,0.9988
138.82,60.12,286.61,1.878,68.34,76.83,27.54,1,47,1.67,1.165
178.44,58.68,295.48,1.953,80.05,82.9,29.85,1,48,1.72,0.8392
225.88,51.65,170.16,1.465,84.74,37.77,25.25,0,41,1.71,0.4906
199.12,41.61,158.12,1.651,69.89,63.03,27.99,0,32,1.57,1.1375
121.11,51.58,269.86,1.907,86.92,74.64,33.56,1,130,1.64,0.6789
164.91,73.35,288.59,1.832,86.13,75.27,25.33,1,93,1.84,0.4481
239.89,50.84,182.04,1.689,77.45,54.22,28.68,0,11,1.58,0.8867
143.3,50.6,222.22,2.081,87.88,42.4,29.94,1,125,2.05,0.5125
247.53,55.81,174.46,1.56,74.18,51.29,27.05,0,40,1.63,0.9233
215.25,54.31,205.48,1.684,79.3,71.31,24.5,0,21,1.71,0.6365
199.31,50.55,173.98,1.503,72.16,84.66,26.49,0,9,1.56,0.9633
193.53,40.42,168.44,1.555,93.61,60.49,25.43,0,25,1.74,0.2077
176.32,55.06,275.32,2.049,85.9,40.73,25.84,1,148,1.89,0.4695
217.55,61.99,158.18,1.724,87.62,32.31,25.75,0,28,1.72,0.41
123.98,58.11,224.36,1.954,85.56,81.9,26.05,1,54,2.22,0.4868
158.66,63.34,264.87,1.928,83.86,56.57,29.45,1,112,1.72,0.6635
170.96,76.84,271.84,2.118,82.61,69.41,28.09,1,93,1.71,0.6608
183.04,45.56,158.91,1.674,84.66,66.31,26.89,0,37,1.57,0.5434
236.18,53.48,182.11,1.618,86.61,79.0,23.8,0,23,1.78,0.3948
217.29,45.9,152.81,1.742,80.58,44.63,26.53,0,19,1.68,0.6735
178.66,63.85,292.0,2.234,83.77,54.29,26.11,1,115,1.64,0.5491
175.17,67.47,257.14,2.044,77.67,80.25,34.66,1,128,1.81,1.2321
222.87,47.19,188.42,1.529,81.24,62.21,29.79,0,22,1.66,0.7865
153.53,79.72,282.42,2.06,78.85,33.92,23.62,1,48,1.55,0.6168
209.22,63.83,204.33,1.502,74.82,40.7,28.84,0,40,1.55,0.9993
146.55,73.5,271.87,2.149,89.77,43.05,25.71,1,126,1.91,0.338
204.53,43.24,188.25,1.516,83.27,84.66,25.21,0,30,1.62,0.5366
123.58,59.39,246.56,1.977,84.14,42.33,29.21,1,131,1.98,0.6431
191.19,60.16,174.05,1.499,76.05,77.83,28.87,0,11,1.62,0.9522
132.32,66.8,243.64,2.022,75.22,34.3,27.69,1,49,1.82,0.9199
151.64,57.34,265.62,2.026,78.19,39.99,27.89,1,55,1.57,0.8191
166.78,54.45,284.42,2.089,81.47,77.96,27.68,1,141,1.76,0.6875
194.42,58.68,195.82,1.614,81.68,79.44,24.99,0,19,1.51,0.58
209.13,46.87,205.14,1.606,89.43,39.69,27.27,0,14,1.8,0.3829
201.81,64.54,191.93,1.531,82.52,42.64,28.75,0,7,1.59,0.6901
235.12,53.51,170.55,1.566,95.0,59.18,23.01,0,21,1.88,0.1406
183.51,44.8,157.38,1.433,84.94,32.9,27.32,0,16,1.56,0.5471
133.32,66.08,289.32,2.167,68.04,81.99,30.45,1,88,1.51,1.3915
145.52,73.63,297.41,1.989,86.56,49.91,29.13,1,147,1.71,0.5424
249.51,47.22,173.79,1.797,75.28,56.91,27.42,0,43,1.69,0.9033
219.95,48.19,184.67,1.585,85.14,35.78,26.12,0,27,1.45,0.5031
189.73,59.2,156.39,1.372,79.96,31.79,26.29,0,7,1.49,0.6853
159.72,74.63,239.24,1.946,94.26,55.73,26.62,1,88,2.17,0.2001
191.75,49.54,188.27,1.6,89.1,36.69,28.44,0,37,1.66,0.4227
121.39,65.65,224.41,2.008,77.78,64.67,28.9,1,96,2.06,0.8849
235.8,60.67,158.11,1.681,82.62,73.7,26.94,0,24,1.62,0.6175
133.46,59.76,223.0,2.021,82.16,31.74,29.52,1,121,1.92,0.7364
124.73,59.74,288.02,1.96,86.38,63.67,28.26,1,64,1.72,0.5227
203.19,54.5,161.22,1.49,82.18,74.86,28.3,0,44,1.64,0.6854
149.88,51.34,284.87,1.951,78.06,54.17,27.02,1,95,1.69,0.7832
198.03,60.32,207.5,1.673,78.88,82.78,27.82,0,10,1.65,0.79
159.84,71.74,299.51,2.103,79.61,36.12,30.97,1,86,1.6,0.9145
225.66,60.31,150.12,1.519,87.95,47.76,28.58,0,41,1.8,0.4711
138.44,56.52,277.32,2.121,85.34,42.65,27.0,1,124,1.68,0.5227
135.8,56.4,255.36,2.068,77.62,84.79,28.9,1,62,1.99,0.8913
156.05,52.46,267.84,1.894,84.51,46.18,29.15,1,97,1.72,0.6259
132.0,52.69,285.32,2.03,79.18,51.34,29.32,1,58,1.7,0.8495
242.82,55.06,178.87,1.644,88.69,76.62,25.85,0,37,1.76,0.3768
185.56,63.44,196.4,1.472,95.0,81.15,27.28,0,40,1.79,0.1812
204.42,53.98,204.55,1.437,82.13,81.58,26.19,0,13,1.58,0.6075
222.74,40.14,161.36,1.657,88.23,60.7,25.86,0,35,1.79,0.3924
176.7,79.86,297.47,1.945,77.24,66.48,29.49,1,75,1.61,0.9378
186.75,47.12,188.52,1.781,84.78,49.2,24.62,0,39,1.84,0.4713
126.56,55.61,258.2,2.207,79.32,63.39,31.48,1,60,1.99,0.9548
170.63,56.39,271.89,2.057,78.51,46.65,31.14,1,49,1.72,0.9732
126.58,64.76,284.74,2.114,94.73,71.03,27.87,1,97,1.92,0.1977
242.66,57.17,175.27,1.477,81.53,46.9,27.16,0,10,1.54,0.6647
