jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,irrigation_action
0,62.8,26.9,26.0,77.2,70.4,97.8,100.1,2.44,0
1,62.0,26.4,24.2,77.1,71.8,97.8,95.2,2.41,0
2,61.9,25.7,25.4,79.8,69.9,98.1,95.4,2.2,0
3,60.8,25.1,24.7,80.2,69.9,95.3,98.5,2.12,0
4,59.8,25.8,24.4,79.3,67.4,96.7,100.7,2.14,0
5,58.4,24.9,23.7,80.7,65.4,100.0,97.7,2.42,0
6,67.4,24.9,24.8,83.2,66.3,100.9,99.7,2.44,1
7,65.7,25.5,26.2,72.7,63.2,100.2,99.5,2.44,0
8,62.9,25.0,25.7,77.8,66.5,98.2,94.4,2.28,0
9,60.9,25.6,28.3,68.9,67.6,100.9,94.6,2.25,0
10,59.7,25.8,30.8,65.6,65.8,95.3,95.7,2.2,0
11,58.1,26.4,30.0,64.1,67.8,98.0,94.4,2.16,0
12,68.7,26.7,32.8,65.8,71.0,96.0,95.0,2.04,1
13,65.8,28.7,31.5,64.4,70.9,96.8,94.0,2.02,0
14,63.8,28.7,32.2,63.1,72.7,97.9,97.6,2.15,0
15,74.5,29.0,30.7,63.6,73.5,98.7,94.5,1.98,1
16,71.8,29.0,31.6,64.2,70.5,98.1,97.8,2.16,0
17,70.0,28.6,31.0,67.7,67.9,93.9,95.2,2.04,0
18,68.3,28.9,30.9,70.3,70.8,94.8,88.6,2.13,0
19,66.6,28.2,30.3,69.1,71.4,90.8,89.8,2.21,0
20,65.9,28.5,29.4,69.9,69.3,93.7,89.1,2.19,0
21,64.6,28.2,27.7,72.2,70.7,93.3,87.0,2.15,0
22,63.5,27.5,25.8,70.3,70.1,98.8,91.3,2.21,0
23,63.2,27.5,27.1,75.9,69.3,97.1,95.6,2.17,0
0,61.6,27.0,24.3,78.0,69.5,99.5,90.5,2.01,0
1,62.4,26.5,24.4,77.8,68.0,100.2,89.8,2.06,0
2,62.1,25.4,24.9,78.4,67.2,95.5,91.8,2.17,0
3,60.8,25.4,24.4,81.8,64.8,93.6,96.6,2.23,0
4,60.5,25.3,25.3,80.6,63.1,91.5,94.9,2.22,0
5,60.0,25.7,24.2,80.2,63.8,93.6,98.7,2.17,0
6,70.5,25.0,23.6,79.0,66.2,95.6,97.6,2.15,1
7,68.4,25.1,25.8,76.3,66.7,96.5,99.1,2.27,0
8,67.0,25.1,27.4,75.8,69.3,102.3,95.6,2.25,0
9,65.4,25.3,28.4,68.1,69.5,97.1,96.7,2.19,0
10,63.9,26.1,31.1,67.9,66.4,92.7,93.8,2.26,0
11,62.1,26.0,30.9,61.8,66.3,92.1,93.8,2.3,0
12,72.2,27.0,30.6,63.7,62.5,95.9,94.9,2.5,1
13,70.1,28.7,32.4,67.6,61.5,97.3,93.7,2.58,0
14,67.3,28.9,31.0,61.9,57.9,99.5,96.3,2.59,0
15,77.3,28.6,33.0,62.7,57.5,96.5,96.6,2.45,1
16,74.7,29.2,31.5,65.4,57.2,93.1,91.8,2.31,0
17,72.7,28.8,29.6,68.2,54.9,96.1,91.9,2.07,0
18,72.1,28.4,30.9,69.2,53.4,95.2,89.9,2.28,0
19,72.1,28.7,31.1,68.5,51.4,94.1,88.2,2.29,0
20,70.4,28.0,26.8,74.2,53.0,96.0,89.2,2.31,0
21,69.0,28.5,28.3,72.7,52.0,92.9,90.8,2.28,0
22,67.3,27.5,27.2,76.5,51.2,94.5,92.3,2.23,0
23,66.5,26.9,26.1,78.9,50.1,95.3,95.9,2.38,0
0,65.9,26.8,25.6,75.6,54.2,91.3,98.9,2.56,0
1,64.7,26.3,25.2,75.8,51.6,93.1,99.1,2.56,0
2,63.5,26.3,23.8,80.3,50.0,94.0,102.1,2.52,0
3,64.3,25.9,25.2,80.2,51.4,94.2,105.3,2.47,0
4,63.0,25.0,22.9,80.1,55.4,93.7,105.1,2.38,0
5,61.6,25.5,25.8,80.0,56.0,94.7,103.3,2.49,0
6,71.0,25.5,26.2,77.9,54.2,96.6,102.0,2.53,1
7,68.2,25.1,25.1,78.8,54.7,99.5,108.0,2.7,0
8,66.9,25.5,27.3,68.0,56.1,97.3,107.5,2.5,0
9,65.6,25.2,29.8,72.9,56.8,93.4,104.5,2.56,0
10,63.3,26.4,29.6,68.5,59.7,94.1,99.5,2.37,0
11,62.0,26.7,30.9,65.6,60.6,93.7,98.6,2.46,0
12,72.0,27.8,31.4,62.7,60.1,93.8,97.2,2.48,1
13,69.8,28.1,32.9,66.2,62.8,93.5,95.2,2.52,0
14,67.8,28.7,31.4,62.1,64.8,92.2,95.1,2.49,0
15,76.6,28.2,31.6,64.9,60.8,89.4,92.9,2.52,1
16,73.9,28.5,31.7,67.6,58.5,88.3,91.4,2.66,0
17,72.1,29.0,30.5,63.7,55.9,87.5,91.9,2.66,0
18,71.3,28.4,29.3,68.6,55.5,84.6,90.9,2.44,0
19,70.4,28.1,28.2,70.1,53.5,80.9,91.9,2.52,0
20,69.3,27.3,27.2,71.9,50.1,82.9,93.0,2.73,0
21,68.4,27.6,26.6,72.0,49.8,79.4,95.0,2.69,0
22,68.7,27.7,25.4,75.5,51.7,82.2,96.2,2.51,0
23,68.6,26.7,25.4,77.9,53.4,81.3,94.9,2.65,0
0,67.7,27.0,25.6,76.8,53.1,80.1,90.4,2.63,0
1,66.2,25.6,24.8,82.2,56.6,77.9,88.0,2.54,0
2,65.6,26.8,23.7,77.3,57.2,79.1,90.2,2.48,0
3,65.6,26.1,23.3,78.6,58.3,81.3,93.5,2.59,0
4,65.5,24.4,23.2,82.2,60.5,78.7,97.6,2.78,0
5,63.6,24.4,23.1,79.1,60.3,77.7,98.8,2.89,0
6,73.6,25.1,23.9,76.4,54.5,81.0,99.9,2.75,1
7,71.2,24.3,26.6,75.2,55.6,85.9,97.3,2.62,0
8,68.6,24.8,26.2,76.1,55.1,87.7,99.2,2.54,0
9,66.8,25.6,28.7,72.0,56.3,88.5,100.5,2.43,0
10,64.1,25.2,29.5,66.3,59.1,90.0,103.0,2.4,0
11,62.1,26.9,33.0,62.5,54.9,87.9,102.4,2.36,0
12,72.1,27.3,30.3,67.2,54.4,89.5,101.1,2.37,1
13,70.6,27.4,32.2,64.4,56.3,91.6,105.1,2.29,0
14,68.8,29.1,31.6,63.4,55.9,94.3,107.2,2.39,0
15,78.1,29.1,31.0,63.1,58.3,96.3,105.6,2.25,1
16,76.8,28.7,31.5,61.8,54.4,97.0,106.0,2.17,0
17,74.5,29.4,30.8,64.3,55.8,100.6,105.0,1.89,0
18,74.8,28.6,29.1,68.5,57.8,99.1,107.4,1.96,0
19,73.9,27.9,29.6,68.6,55.7,98.5,110.5,1.91,0
20,73.6,28.3,28.7,74.1,56.6,101.1,113.8,1.72,0
21,73.4,28.0,28.6,74.5,52.9,99.4,113.2,1.63,0
22,72.0,27.6,26.3,73.4,53.5,97.8,110.3,1.78,0
23,70.9,27.2,27.2,74.3,54.2,97.9,110.5,1.89,0
0,69.7,26.8,25.2,79.7,52.1,100.5,112.7,1.88,0
1,68.5,26.3,23.2,77.8,53.4,98.7,111.4,1.89,0
2,67.5,26.1,24.8,84.1,53.2,97.5,113.6,1.85,0
3,65.9,26.1,24.0,80.0,50.8,99.5,114.2,1.93,0
4,64.9,25.4,23.3,77.5,52.1,96.3,115.2,1.85,0
5,63.9,25.5,25.0,75.8,52.1,94.1,113.1,1.93,0
6,72.8,24.9,24.6,76.8,51.9,90.1,109.2,1.97,1
7,70.5,24.7,26.8,78.6,49.4,90.9,111.0,1.99,0
8,68.2,24.5,27.2,72.9,45.3,87.6,110.5,2.18,0
9,65.8,25.6,29.3,66.1,45.4,88.8,109.2,2.23,0
10,64.9,26.1,30.5,66.9,48.0,91.1,109.2,2.17,0
11,61.9,26.1,31.4,65.3,51.4,90.4,106.9,2.27,0
12,71.3,26.8,30.9,66.9,52.8,88.5,106.1,2.36,1
13,69.4,28.7,32.7,64.8,54.5,89.8,108.2,2.42,0
14,67.2,28.7,31.9,63.9,54.7,93.8,105.6,2.6,0
15,77.5,28.7,33.3,65.2,54.5,94.1,105.2,2.54,1
16,76.5,29.0,31.6,69.5,52.3,93.1,107.6,2.56,0
17,75.6,28.7,31.3,68.6,51.5,93.1,104.6,2.55,0
18,74.8,28.9,29.4,66.7,53.1,93.4,105.7,2.71,0
19,73.5,28.7,28.9,70.8,53.5,91.6,106.5,2.74,0
20,72.7,27.7,28.5,73.2,51.2,91.7,107.7,2.66,0
21,70.9,27.5,26.6,77.0,47.7,91.7,106.9,2.57,0
22,70.7,27.7,25.8,75.0,47.3,96.4,106.5,2.65,0
23,71.1,26.7,25.9,75.4,47.7,95.9,104.8,2.58,0
0,69.6,27.1,25.3,78.0,48.7,95.0,102.6,2.42,0
1,68.0,26.3,24.9,77.6,48.2,97.2,99.8,2.54,0
2,66.7,25.9,25.2,79.6,46.5,96.8,105.1,2.52,0
3,65.8,25.9,23.8,78.4,46.0,97.7,106.1,2.58,0
4,64.9,25.5,24.5,80.0,44.0,98.3,103.1,2.7,0
5,63.6,25.5,24.1,76.9,41.3,97.4,102.6,2.57,0
6,73.0,24.8,24.8,79.6,40.6,99.5,106.8,2.68,1
7,71.9,25.1,26.2,77.4,42.4,99.2,108.2,2.6,0
8,69.8,25.4,25.7,70.4,45.9,102.0,106.3,2.67,0
9,67.5,25.4,28.7,72.0,46.4,100.3,106.6,2.75,0
10,65.6,25.9,29.5,67.0,47.2,99.6,103.1,2.79,0
11,64.5,26.8,30.3,68.4,44.5,99.9,100.7,2.86,0
12,74.6,27.7,30.2,66.3,42.0,98.4,106.9,2.83,1
13,73.0,27.7,31.6,66.0,43.8,98.3,105.9,2.76,0
14,70.8,28.7,30.4,65.2,46.1,100.0,103.3,2.72,0
15,81.0,28.5,32.4,62.8,49.5,99.4,98.7,2.72,1
16,79.1,28.4,31.0,61.8,52.6,99.8,99.6,2.8,0
17,78.1,29.2,29.3,66.9,56.8,101.1,101.8,2.89,0
18,75.5,28.8,29.5,65.7,58.5,101.3,103.0,2.76,0
19,74.6,28.2,29.8,69.9,57.0,101.6,104.4,2.69,0
20,74.1,28.0,27.9,68.5,58.2,102.0,105.1,2.78,0
21,73.4,28.1,27.4,74.2,59.0,105.0,104.6,3.06,0
22,71.7,27.7,26.5,75.4,59.9,105.2,106.8,3.07,0
23,71.3,27.6,25.9,73.7,58.1,103.4,105.9,3.03,0
0,70.8,26.9,24.0,75.6,62.2,104.5,108.1,3.0,0
1,70.5,26.2,24.7,79.2,62.0,101.6,104.3,2.89,0
2,69.2,26.4,23.9,80.9,59.0,100.7,104.4,2.72,0
3,68.3,26.5,26.5,80.2,57.9,102.2,106.6,2.51,0
4,66.6,25.3,23.8,78.8,59.0,96.6,107.7,2.44,0
5,65.5,25.0,23.9,79.8,54.6,95.6,104.8,2.54,0
6,75.5,25.1,25.7,77.7,54.9,103.1,108.9,2.74,1
7,73.6,24.8,25.9,75.0,56.9,103.9,113.1,2.75,0
8,70.6,24.6,27.5,70.9,56.6,103.9,118.1,2.64,0
9,67.9,25.5,28.0,70.7,56.8,106.7,119.8,2.75,0
10,66.3,26.0,31.2,66.5,55.2,103.7,122.4,2.89,0
11,64.2,26.3,30.6,65.6,54.6,100.8,118.0,2.75,0
12,74.5,27.8,32.1,60.9,54.9,95.8,117.3,2.71,1
13,71.7,29.1,32.9,65.5,56.7,94.9,118.4,2.55,0
14,69.6,28.6,31.7,63.2,56.6,95.3,121.2,2.69,0
15,79.3,28.5,31.7,64.8,56.7,94.1,122.6,2.55,1
16,77.1,29.0,31.7,68.2,57.0,93.3,120.0,2.71,0
17,74.2,29.2,31.2,69.4,59.6,94.8,118.2,2.65,0
18,72.6,28.8,29.1,69.2,60.5,90.7,120.0,2.57,0
19,70.8,28.6,29.4,67.7,58.8,91.8,121.1,2.66,0
20,69.7,28.5,27.7,71.0,62.0,92.9,119.5,2.61,0
21,68.0,27.6,27.0,73.4,60.0,93.0,119.6,2.5,0
22,66.8,27.9,26.2,75.0,61.4,92.3,120.4,2.32,0
23,65.6,26.9,27.0,76.3,63.5,89.6,114.9,2.23,0
0,64.3,27.5,26.6,78.8,65.8,89.9,113.6,2.23,0
1,62.5,26.1,26.8,79.7,64.5,86.2,115.2,2.2,0
2,61.3,25.3,24.3,81.5,66.1,84.1,108.5,2.13,0
3,59.6,26.0,23.4,81.3,65.0,85.9,109.6,2.09,0
4,57.8,24.9,23.2,78.7,66.4,82.8,106.7,2.12,0
5,57.0,26.7,25.5,78.9,68.8,86.6,105.7,2.09,0
6,67.0,25.5,23.7,78.1,72.2,83.6,108.0,2.1,1
7,65.2,25.3,25.7,76.7,72.9,81.7,108.2,2.37,0
8,62.6,24.8,26.9,72.5,71.5,84.8,106.5,2.39,0
9,59.9,25.8,30.1,70.6,71.7,84.8,109.7,2.64,0
10,58.7,26.3,29.2,67.4,68.8,83.0,108.1,2.62,0
11,55.6,26.6,31.9,64.9,67.0,88.2,107.5,2.61,0
12,65.0,27.1,32.8,65.2,67.3,87.0,112.0,2.57,1
13,63.8,27.7,31.9,65.6,69.6,90.1,115.7,2.33,0
14,62.0,28.7,32.3,67.4,72.5,89.6,117.0,2.27,0
15,73.0,29.1,30.4,66.5,73.0,90.4,118.1,2.18,1
16,72.0,28.8,31.2,64.8,75.1,89.6,118.0,2.2,0
17,70.8,28.9,30.5,68.9,80.9,88.1,113.7,2.12,0
18,70.7,29.2,27.9,65.4,76.7,84.1,113.9,2.35,0
19,69.8,29.1,29.6,70.3,79.8,83.2,110.3,2.34,0
20,68.2,28.3,28.7,70.2,79.7,85.8,110.9,2.36,0
21,67.7,27.9,26.2,71.8,81.2,89.6,108.1,2.31,0
22,66.0,27.9,25.6,78.0,77.5,93.1,112.0,2.2,0
23,64.0,26.4,25.4,75.2,79.3,91.6,115.3,2.16,0
0,62.5,26.6,24.9,77.8,76.5,92.2,119.7,2.1,0
1,61.5,26.1,24.5,79.5,71.3,95.2,124.3,2.12,0
2,60.6,25.8,23.6,79.3,72.6,94.2,123.9,2.14,0
3,60.4,25.8,23.3,77.4,71.9,95.3,124.4,2.25,0
4,59.3,25.8,24.2,80.6,72.0,96.4,121.1,2.19,0
5,59.7,26.0,23.9,78.9,69.2,96.3,123.3,2.16,0
6,69.8,25.7,24.9,77.9,66.5,100.4,120.5,2.07,1
7,68.2,24.9,25.8,76.0,66.0,96.7,115.6,1.94,0
8,65.9,25.2,27.7,74.2,70.4,98.1,111.7,1.86,0
9,64.0,25.2,28.6,71.4,68.1,100.7,110.5,1.88,0
10,62.2,26.1,30.7,65.3,67.9,103.6,109.2,2.03,0
11,59.7,26.5,31.1,66.3,69.5,101.1,111.9,2.1,0
12,69.8,27.6,32.5,67.7,72.5,96.8,115.9,2.15,1
13,67.2,28.4,33.0,60.6,71.9,94.0,114.4,2.0,0
14,66.6,28.3,30.7,62.5,72.3,90.0,112.9,1.98,0
15,76.0,29.4,32.4,63.4,70.2,89.7,106.9,1.9,1
16,74.1,29.3,32.7,62.0,68.4,88.1,109.0,1.9,0
17,71.9,28.8,29.9,63.4,71.0,91.2,109.6,1.96,0
18,70.0,28.5,30.0,66.3,71.4,94.5,111.7,2.07,0
19,69.4,29.2,29.0,71.6,73.5,96.7,108.1,2.02,0
20,68.7,27.9,28.8,70.5,70.8,96.5,108.1,1.97,0
21,66.9,28.7,28.0,71.2,71.4,96.9,109.9,1.87,0
22,65.3,28.4,26.2,74.2,74.1,97.0,111.2,2.11,0
23,65.0,27.4,27.1,76.9,77.2,97.8,106.3,2.14,0
0,64.5,26.9,24.6,78.2,77.1,99.2,106.4,2.33,0
1,63.9,26.3,24.7,78.5,74.3,96.9,105.8,2.18,0
2,62.3,25.6,25.2,84.1,71.2,95.9,108.2,2.25,0
3,61.1,26.0,25.7,80.3,68.7,96.9,109.3,2.2,0
4,60.9,25.2,23.6,80.8,69.0,93.6,109.7,2.25,0
5,58.7,25.1,24.9,78.6,70.9,91.4,112.2,2.38,0
6,67.9,25.9,25.1,76.6,67.7,92.5,111.8,2.34,1
7,65.6,25.1,24.7,73.9,65.6,93.8,114.5,2.38,0
8,63.7,26.1,26.5,71.1,64.5,92.4,110.1,2.34,0
9,62.7,26.1,27.7,71.6,65.5,91.0,110.9,2.45,0
10,61.8,26.3,29.6,68.3,63.9,87.8,112.3,2.33,0
11,59.4,26.9,30.7,64.7,64.9,83.6,113.3,2.39,0
12,70.0,28.1,31.8,63.9,66.2,86.1,111.3,2.36,1
13,67.0,27.9,33.0,65.9,66.6,82.5,110.1,2.53,0
14,65.4,28.3,32.3,63.8,68.5,82.7,112.4,2.67,0
15,76.3,28.8,33.8,64.8,68.4,82.0,115.2,2.62,1
16,73.4,28.5,31.0,66.0,68.6,81.6,119.7,2.67,0
17,71.3,28.6,31.3,67.5,68.2,83.5,124.0,2.58,0
18,71.3,28.7,30.3,66.6,68.7,84.5,122.5,2.58,0
19,70.3,29.0,30.4,65.1,69.5,84.8,121.1,2.66,0
20,69.6,28.5,28.1,67.7,72.6,81.4,122.3,2.57,0
21,68.8,27.9,28.3,73.5,70.1,83.7,118.9,2.54,0
22,67.3,27.4,28.1,73.4,72.1,81.0,121.2,2.62,0
23,66.2,26.9,25.4,75.4,71.2,79.2,122.6,2.58,0
0,65.8,26.3,25.3,74.3,73.3,78.1,125.5,2.63,0
1,65.1,26.0,25.2,77.0,75.6,75.8,124.8,2.6,0
2,63.6,25.3,24.0,79.5,75.0,76.0,124.3,2.59,0
3,62.7,25.8,23.4,79.9,71.9,78.9,124.4,2.58,0
4,61.4,25.5,25.5,78.1,71.7,80.9,123.1,2.57,0
5,60.6,25.0,24.1,77.4,71.8,85.0,119.2,2.4,0
6,70.3,25.1,26.3,81.6,73.1,86.1,120.2,2.43,1
7,68.6,25.2,25.6,75.6,74.6,88.8,120.2,2.54,0
8,66.1,25.4,27.1,73.2,74.5,86.9,122.3,2.55,0
9,64.6,25.4,29.3,68.2,75.9,85.7,126.7,2.65,0
10,61.8,26.2,29.8,66.6,72.5,86.9,123.3,2.57,0
11,60.8,26.7,30.3,65.4,75.1,84.8,124.7,2.58,0
12,70.9,26.7,31.2,62.4,75.6,84.6,118.9,2.6,1
13,69.4,28.5,32.2,64.2,74.2,81.3,119.6,2.51,0
14,67.7,28.8,31.4,62.1,74.4,81.4,117.6,2.61,0
15,78.8,29.1,31.7,63.4,73.0,81.6,115.8,2.34,1
16,76.2,29.2,29.4,64.1,71.7,80.9,112.0,2.43,0
17,73.0,29.5,30.2,63.7,69.4,82.0,112.7,2.41,0
18,72.8,28.3,29.9,65.2,66.3,80.4,112.9,2.42,0
19,71.4,29.6,28.8,69.7,67.6,78.1,114.2,2.26,0
20,70.5,28.1,27.6,69.3,68.0,79.8,108.6,2.23,0
21,70.2,27.6,26.9,72.5,71.6,83.2,101.5,2.22,0
22,70.1,26.9,26.8,74.2,73.7,83.3,100.6,2.27,0
23,68.7,26.8,27.2,76.6,70.7,82.4,104.0,2.18,0
0,67.8,26.8,24.2,78.8,68.6,80.8,105.2,2.15,0
1,67.2,26.2,24.5,77.3,67.7,84.7,105.5,2.08,0
2,66.9,25.5,25.1,77.2,69.0,84.7,104.5,2.36,0
3,65.4,25.9,24.4,80.2,69.1,83.6,105.1,2.38,0
4,65.3,24.6,23.9,81.5,68.6,83.5,106.5,2.48,0
5,64.3,24.7,23.9,78.9,69.2,81.1,106.4,2.51,0
6,74.2,25.9,24.9,78.0,70.6,81.7,110.7,2.61,1
7,72.8,25.2,25.9,75.7,71.3,87.3,112.0,2.51,0
8,71.2,25.0,25.6,73.1,71.4,87.8,112.8,2.48,0
9,70.3,25.6,28.1,71.8,71.1,87.6,114.0,2.4,0
10,67.9,26.1,28.4,67.3,67.9,86.4,113.1,2.42,0
11,66.3,26.9,32.1,67.0,65.4,89.6,111.0,2.42,0
12,77.1,27.4,32.4,65.2,65.9,89.7,108.8,2.27,1
13,75.0,28.1,31.4,67.9,63.2,86.6,106.9,2.19,0
14,72.6,28.6,32.6,62.9,63.9,85.6,108.4,2.32,0
15,83.0,28.7,33.6,66.8,64.9,87.4,111.8,2.29,1
16,81.5,28.8,30.7,67.0,64.6,86.9,112.6,2.34,0
17,78.4,29.4,31.7,64.4,63.8,87.8,109.1,2.45,0
18,78.3,28.5,30.3,69.0,66.0,89.0,110.6,2.54,0
19,78.2,28.7,29.0,70.6,64.6,89.6,114.1,2.28,0
20,76.7,27.8,27.5,70.1,65.3,91.9,116.0,2.23,0
21,75.3,27.5,27.1,68.4,67.4,94.4,117.5,2.23,0
22,74.7,27.2,26.4,75.8,66.0,94.6,116.2,2.41,0
23,74.3,27.0,24.1,73.7,66.0,94.0,117.4,2.33,0
0,73.5,26.9,25.7,77.0,66.2,90.4,120.6,2.28,0
1,71.6,26.9,24.5,75.3,62.9,93.1,118.1,2.35,0
2,70.3,25.8,24.7,80.4,62.6,93.5,118.8,2.31,0
3,69.5,25.6,23.8,76.5,63.6,95.5,119.0,2.26,0
4,68.4,25.3,26.4,78.9,62.1,96.0,117.5,2.24,0
5,66.0,25.8,22.9,78.5,59.6,91.5,114.0,2.14,0
6,75.2,25.4,24.2,78.1,56.6,93.1,118.9,2.16,1
7,72.4,24.8,26.6,73.3,55.7,93.2,118.9,2.1,0
8,69.6,25.4,29.2,74.2,52.6,90.2,117.8,2.13,0
9,67.8,25.3,27.9,71.5,52.5,92.3,120.7,2.11,0
10,65.6,26.2,31.5,67.3,55.4,92.1,118.2,2.1,0
11,63.7,26.2,30.3,65.4,57.3,90.7,120.3,2.13,0
12,73.5,26.8,32.8,59.5,59.9,89.1,117.8,2.22,1
13,71.6,27.8,32.1,66.9,61.1,88.6,114.4,2.14,0
14,69.8,28.4,33.7,63.8,66.4,91.3,115.5,2.18,0
15,80.6,28.6,33.1,65.9,63.5,87.3,113.4,2.22,1
16,77.9,28.9,30.7,65.9,64.9,89.9,109.8,2.21,0
17,76.0,28.9,33.0,66.7,63.3,89.7,106.7,2.3,0
18,76.1,28.4,29.1,69.2,65.3,92.2,105.8,2.2,0
19,75.2,29.0,29.0,68.4,64.6,87.3,105.5,2.36,0
20,74.0,28.5,29.9,73.0,61.3,85.3,104.1,2.29,0
21,72.6,28.0,27.0,75.7,62.5,83.5,105.4,2.35,0
22,71.5,27.7,26.3,74.8,64.3,85.6,102.4,2.25,0
23,70.7,27.6,26.1,75.7,59.8,83.8,104.8,2.17,0
0,69.7,27.2,25.7,79.1,60.5,85.1,109.0,2.27,0
1,68.3,26.7,25.1,79.2,61.6,86.6,111.4,2.19,0
2,67.5,25.8,23.7,78.6,65.5,85.2,108.6,2.03,0
3,68.0,26.4,24.2,79.2,62.6,84.3,110.3,2.08,0
4,67.1,25.2,24.5,80.2,63.7,84.6,111.5,2.25,0
5,66.1,25.6,25.4,80.9,62.8,82.9,106.5,2.27,0
6,77.0,25.2,25.2,77.2,63.7,84.0,104.2,2.25,1
7,75.3,25.0,25.0,77.4,61.3,87.4,104.2,2.3,0
8,73.2,25.4,27.3,76.9,59.8,88.4,105.6,2.08,0
9,70.2,25.1,28.2,71.7,58.1,89.6,106.0,2.09,0
10,68.2,25.2,31.1,67.9,55.9,85.7,106.3,2.12,0
11,65.7,27.2,29.7,66.9,52.3,86.3,110.4,2.1,0
12,75.5,27.6,32.2,63.7,56.8,88.2,112.7,2.27,1
13,73.2,28.0,31.1,62.0,52.9,89.1,116.3,2.19,0
14,72.2,28.7,32.9,62.8,52.4,88.7,115.2,2.24,0
15,82.7,28.6,32.3,62.2,53.0,91.7,112.4,2.17,1
16,81.3,29.6,31.4,67.3,51.1,92.6,114.4,2.15,0
17,78.5,29.0,31.1,65.8,49.9,89.8,114.7,2.11,0
18,77.7,28.5,29.7,64.7,50.3,90.9,115.7,2.24,0
19,75.6,29.0,29.8,70.4,52.0,93.0,117.1,2.17,0
20,74.1,28.8,28.4,71.8,53.9,95.7,114.9,2.15,0
21,72.8,28.6,28.2,73.4,53.1,97.3,117.8,2.24,0
22,72.0,26.9,26.8,72.1,54.8,99.1,122.1,2.21,0
23,70.9,27.1,24.0,74.0,54.0,101.1,123.9,2.32,0
0,71.4,26.6,24.9,80.5,57.0,100.2,119.4,2.43,0
1,70.5,26.6,26.0,77.4,56.8,100.0,121.8,2.46,0
2,68.9,26.5,25.5,80.1,56.8,98.1,122.0,2.42,0
3,67.7,25.5,24.2,80.0,56.1,98.3,122.7,2.51,0
4,65.2,25.3,23.9,77.5,56.9,94.7,121.4,2.61,0
5,64.4,25.3,24.0,76.9,59.3,92.9,118.9,2.6,0
6,73.7,25.3,25.4,79.0,61.8,93.0,116.6,2.8,1
7,72.1,25.5,26.5,75.4,62.4,92.5,115.7,3.04,0
8,70.6,24.6,26.5,72.9,64.7,91.5,117.6,3.1,0
9,69.0,24.9,29.2,72.5,62.4,88.7,115.2,3.01,0
10,66.0,26.0,31.0,65.1,63.2,88.8,113.0,3.02,0
11,65.1,26.4,30.3,65.8,58.3,91.8,115.3,2.86,0
12,75.7,27.9,31.6,66.6,55.9,94.2,114.6,2.97,1
13,73.7,27.8,32.4,65.5,57.2,94.6,113.1,3.01,0
14,71.5,28.7,32.5,63.7,56.5,93.6,114.5,2.91,0
15,81.5,28.6,31.3,65.5,55.6,93.0,117.2,2.97,1
16,79.7,29.9,30.8,66.7,53.5,95.3,118.4,2.91,0
17,77.2,28.7,30.3,65.1,57.5,97.6,112.4,2.99,0
18,76.8,28.6,30.3,65.3,58.5,100.9,113.7,2.89,0
19,75.5,29.4,29.6,71.1,58.9,102.6,112.0,2.74,0
20,74.2,29.2,28.4,71.3,56.9,104.8,110.9,2.69,0
21,73.5,27.9,26.5,76.1,59.0,105.7,106.9,2.73,0
22,73.1,27.4,25.9,73.3,55.6,106.9,110.4,2.72,0
23,71.6,27.3,26.5,77.8,55.2,107.2,108.8,2.76,0
0,72.2,26.8,24.3,78.8,52.8,104.9,111.9,2.89,0
1,71.4,26.4,24.9,79.4,50.3,105.2,113.9,2.68,0
2,69.4,26.0,24.1,79.4,51.7,104.8,115.3,2.54,0
3,67.8,26.2,23.6,78.1,48.7,102.8,118.9,2.41,0
4,67.0,25.0,24.0,79.5,48.0,104.9,117.6,2.39,0
5,66.4,26.0,25.6,78.6,51.1,111.3,110.0,2.39,0
6,76.1,24.3,25.2,78.2,51.3,112.0,106.1,2.31,1
7,74.3,24.3,25.8,74.1,51.5,110.7,107.8,2.17,0
8,72.0,25.5,26.1,73.8,51.1,106.9,107.5,2.21,0
9,69.4,25.6,29.1,73.8,52.1,104.0,108.3,2.05,0
10,67.3,26.5,30.9,66.4,50.4,102.1,109.4,2.01,0
11,65.2,27.2,31.6,66.8,50.4,102.9,106.4,2.1,0
12,76.0,27.4,32.7,61.1,52.0,106.6,102.2,1.83,1
13,74.6,27.3,32.4,64.9,46.5,104.1,103.1,1.63,0
14,72.7,28.8,30.9,64.6,46.1,105.1,103.9,1.72,0
15,83.0,28.8,31.6,63.1,48.5,102.2,103.5,1.76,1
16,81.7,29.1,31.7,66.5,47.3,101.5,104.9,1.92,0
17,81.7,28.4,31.3,66.8,47.4,100.8,107.1,1.88,0
18,80.6,28.6,29.6,71.3,47.5,101.4,108.7,1.92,0
19,80.7,28.8,29.2,69.7,46.7,101.4,111.8,1.86,0
20,78.8,28.4,28.7,71.9,47.7,102.5,108.8,1.8,0
21,77.0,27.9,28.6,72.6,46.3,102.6,110.3,1.83,0
22,76.0,27.9,27.6,72.5,46.7,100.5,109.1,1.97,0
23,75.5,27.1,26.5,80.7,49.4,96.4,109.9,1.97,0
0,74.4,27.0,25.6,77.7,50.8,95.6,111.6,2.01,0
1,73.6,26.3,23.9,79.0,53.7,95.9,111.5,1.9,0
2,74.0,25.9,23.5,79.5,55.0,96.0,111.0,1.92,0
