jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,plant_age,fase,recommendation
1,70.5,26.2,24.7,79.2,62.0,101.6,104.3,2.89,70,berbunga,5
2,69.2,26.4,23.9,80.9,59.0,100.7,104.4,2.72,70,berbunga,5
3,68.3,26.5,26.5,80.2,57.9,102.2,106.6,2.51,70,berbunga,1
4,66.6,25.3,23.8,78.8,59.0,96.6,107.7,2.44,70,berbunga,1
5,65.5,25.0,23.9,79.8,54.6,95.6,104.8,2.54,70,berbunga,5
6,75.5,25.1,25.7,77.7,54.9,103.1,108.9,2.74,70,berbunga,1
7,73.6,24.8,25.9,75.0,56.9,103.9,113.1,2.75,70,berbunga,1
8,70.6,24.6,27.5,70.9,56.6,103.9,118.1,2.64,70,berbunga,1
9,67.9,25.5,28.0,70.7,56.8,106.7,119.8,2.75,70,berbunga,1
10,66.3,26.0,31.2,66.5,55.2,103.7,122.4,2.89,70,berbunga,1
11,64.2,26.3,30.6,65.6,54.6,100.8,118.0,2.75,70,berbunga,1
12,74.5,27.8,32.1,60.9,54.9,95.8,117.3,2.71,70,berbunga,1
13,71.7,29.1,32.9,65.5,56.7,94.9,118.4,2.55,70,berbunga,1
14,69.6,28.6,31.7,63.2,56.6,95.3,121.2,2.69,70,berbunga,1
15,79.3,28.5,31.7,64.8,56.7,94.1,122.6,2.55,70,berbunga,1
16,77.1,29.0,31.7,68.2,57.0,93.3,120.0,2.71,70,berbunga,1
17,74.2,29.2,31.2,69.4,59.6,94.8,118.2,2.65,70,berbunga,1
18,72.6,28.8,29.1,69.2,60.5,90.7,120.0,2.57,70,berbunga,1
19,70.8,28.6,29.4,67.7,58.8,91.8,121.1,2.66,70,berbunga,1
20,69.7,28.5,27.7,71.0,62.0,92.9,119.5,2.61,70,berbunga,1
21,68.0,27.6,27.0,73.4,60.0,93.0,119.6,2.5,70,berbunga,1
22,66.8,27.9,26.2,75.0,61.4,92.3,120.4,2.32,70,berbunga,1
23,65.6,26.9,27.0,76.3,63.5,89.6,114.9,2.23,70,berbunga,1
0,64.3,27.5,26.6,78.8,65.8,89.9,113.6,2.23,71,berbunga,1
1,62.5,26.1,26.8,79.7,64.5,86.2,115.2,2.2,71,berbunga,1
2,61.3,25.3,24.3,81.5,66.1,84.1,108.5,2.13,71,berbunga,1
3,59.6,26.0,23.4,81.3,65.0,85.9,109.6,2.09,71,berbunga,1
4,57.8,24.9,23.2,78.7,66.4,82.8,106.7,2.12,71,berbunga,1
5,57.0,26.7,25.5,78.9,68.8,86.6,105.7,2.09,71,berbunga,1
6,67.0,25.5,23.7,78.1,72.2,83.6,108.0,2.1,71,berbunga,0
7,65.2,25.3,25.7,76.7,72.9,81.7,108.2,2.37,71,berbunga,0
8,62.6,24.8,26.9,72.5,71.5,84.8,106.5,2.39,71,berbunga,0
9,59.9,25.8,30.1,70.6,71.7,84.8,109.7,2.64,71,berbunga,0
10,58.7,26.3,29.2,67.4,68.8,83.0,108.1,2.62,71,berbunga,1
11,55.6,26.6,31.9,64.9,67.0,88.2,107.5,2.61,71,berbunga,1
12,65.0,27.1,32.8,65.2,67.3,87.0,112.0,2.57,71,berbunga,1
13,63.8,27.7,31.9,65.6,69.6,90.1,115.7,2.33,71,berbunga,1
14,62.0,28.7,32.3,67.4,72.5,89.6,117.0,2.27,71,berbunga,0
15,73.0,29.1,30.4,66.5,73.0,90.4,118.1,2.18,71,berbunga,0
16,72.0,28.8,31.2,64.8,75.1,89.6,118.0,2.2,71,berbunga,0
17,70.8,28.9,30.5,68.9,80.9,88.1,113.7,2.12,71,berbunga,0
18,70.7,29.2,27.9,65.4,76.7,84.1,113.9,2.35,71,berbunga,0
19,69.8,29.1,29.6,70.3,79.8,83.2,110.3,2.34,71,berbunga,0
20,68.2,28.3,28.7,70.2,79.7,85.8,110.9,2.36,71,berbunga,0
21,67.7,27.9,26.2,71.8,81.2,89.6,108.1,2.31,71,berbunga,0
22,66.0,27.9,25.6,78.0,77.5,93.1,112.0,2.2,71,berbunga,0
23,64.0,26.4,25.4,75.2,79.3,91.6,115.3,2.16,71,berbunga,0
0,62.5,26.6,24.9,77.8,76.5,92.2,119.7,2.1,72,berbunga,0
1,61.5,26.1,24.5,79.5,71.3,95.2,124.3,2.12,72,berbunga,0
2,60.6,25.8,23.6,79.3,72.6,94.2,123.9,2.14,72,berbunga,0
3,60.4,25.8,23.3,77.4,71.9,95.3,124.4,2.25,72,berbunga,0
4,59.3,25.8,24.2,80.6,72.0,96.4,121.1,2.19,72,berbunga,0
5,59.7,26.0,23.9,78.9,69.2,96.3,123.3,2.16,72,berbunga,1
6,69.8,25.7,24.9,77.9,66.5,100.4,120.5,2.07,72,berbunga,1
7,68.2,24.9,25.8,76.0,66.0,96.7,115.6,1.94,72,berbunga,1
8,65.9,25.2,27.7,74.2,70.4,98.1,111.7,1.86,72,berbunga,0
9,64.0,25.2,28.6,71.4,68.1,100.7,110.5,1.88,72,berbunga,1
10,62.2,26.1,30.7,65.3,67.9,103.6,109.2,2.03,72,berbunga,1
11,59.7,26.5,31.1,66.3,69.5,101.1,111.9,2.1,72,berbunga,9
12,69.8,27.6,32.5,67.7,72.5,96.8,115.9,2.15,72,berbunga,0
13,67.2,28.4,33.0,60.6,71.9,94.0,114.4,2.0,72,berbunga,0
14,66.6,28.3,30.7,62.5,72.3,90.0,112.9,1.98,72,berbunga,0
15,76.0,29.4,32.4,63.4,70.2,89.7,106.9,1.9,72,berbunga,0
16,74.1,29.3,32.7,62.0,68.4,88.1,109.0,1.9,72,berbunga,1
17,71.9,28.8,29.9,63.4,71.0,91.2,109.6,1.96,72,berbunga,0
18,70.0,28.5,30.0,66.3,71.4,94.5,111.7,2.07,72,berbunga,7
19,69.4,29.2,29.0,71.6,73.5,96.7,108.1,2.02,72,berbunga,0
20,68.7,27.9,28.8,70.5,70.8,96.5,108.1,1.97,72,berbunga,0
21,66.9,28.7,28.0,71.2,71.4,96.9,109.9,1.87,72,berbunga,0
22,65.3,28.4,26.2,74.2,74.1,97.0,111.2,2.11,72,berbunga,0
23,65.0,27.4,27.1,76.9,77.2,97.8,106.3,2.14,72,berbunga,0
0,64.5,26.9,24.6,78.2,77.1,99.2,106.4,2.33,73,berbunga,0
1,63.9,26.3,24.7,78.5,74.3,96.9,105.8,2.18,73,berbunga,0
2,62.3,25.6,25.2,84.1,71.2,95.9,108.2,2.25,73,berbunga,0
3,61.1,26.0,25.7,80.3,68.7,96.9,109.3,2.2,73,berbunga,1
4,60.9,25.2,23.6,80.8,69.0,93.6,109.7,2.25,73,berbunga,1
5,58.7,25.1,24.9,78.6,70.9,91.4,112.2,2.38,73,berbunga,0
6,67.9,25.9,25.1,76.6,67.7,92.5,111.8,2.34,73,berbunga,1
7,65.6,25.1,24.7,73.9,65.6,93.8,114.5,2.38,73,berbunga,1
8,63.7,26.1,26.5,71.1,64.5,92.4,110.1,2.34,73,berbunga,1
9,62.7,26.1,27.7,71.6,65.5,91.0,110.9,2.45,73,berbunga,5
10,61.8,26.3,29.6,68.3,63.9,87.8,112.3,2.33,73,berbunga,1
11,59.4,26.9,30.7,64.7,64.9,83.6,113.3,2.39,73,berbunga,1
12,70.0,28.1,31.8,63.9,66.2,86.1,111.3,2.36,73,berbunga,1
13,67.0,27.9,33.0,65.9,66.6,82.5,110.1,2.53,73,berbunga,1
14,65.4,28.3,32.3,63.8,68.5,82.7,112.4,2.67,73,berbunga,1
15,76.3,28.8,33.8,64.8,68.4,82.0,115.2,2.62,73,berbunga,1
16,73.4,28.5,31.0,66.0,68.6,81.6,119.7,2.67,73,berbunga,1
17,71.3,28.6,31.3,67.5,68.2,83.5,124.0,2.58,73,berbunga,1
18,71.3,28.7,30.3,66.6,68.7,84.5,122.5,2.58,73,berbunga,1
19,70.3,29.0,30.4,65.1,69.5,84.8,121.1,2.66,73,berbunga,1
20,69.6,28.5,28.1,67.7,72.6,81.4,122.3,2.57,73,berbunga,0
21,68.8,27.9,28.3,73.5,70.1,83.7,118.9,2.54,73,berbunga,0
22,67.3,27.4,28.1,73.4,72.1,81.0,121.2,2.62,73,berbunga,0
23,66.2,26.9,25.4,75.4,71.2,79.2,122.6,2.58,73,berbunga,0
0,65.8,26.3,25.3,74.3,73.3,78.1,125.5,2.63,74,berbunga,0
1,65.1,26.0,25.2,77.0,75.6,75.8,124.8,2.6,74,berbunga,0
2,63.6,25.3,24.0,79.5,75.0,76.0,124.3,2.59,74,berbunga,0
3,62.7,25.8,23.4,79.9,71.9,78.9,124.4,2.58,74,berbunga,0
4,61.4,25.5,25.5,78.1,71.7,80.9,123.1,2.57,74,berbunga,0
5,60.6,25.0,24.1,77.4,71.8,85.0,119.2,2.4,74,berbunga,0
6,70.3,25.1,26.3,81.6,73.1,86.1,120.2,2.43,74,berbunga,0
7,68.6,25.2,25.6,75.6,74.6,88.8,120.2,2.54,74,berbunga,0
8,66.1,25.4,27.1,73.2,74.5,86.9,122.3,2.55,74,berbunga,0
9,64.6,25.4,29.3,68.2,75.9,85.7,126.7,2.65,74,berbunga,0
10,61.8,26.2,29.8,66.6,72.5,86.9,123.3,2.57,74,berbunga,0
11,60.8,26.7,30.3,65.4,75.1,84.8,124.7,2.58,74,berbunga,0
12,70.9,26.7,31.2,62.4,75.6,84.6,118.9,2.6,74,berbunga,0
13,69.4,28.5,32.2,64.2,74.2,81.3,119.6,2.51,74,berbunga,0
14,67.7,28.8,31.4,62.1,74.4,81.4,117.6,2.61,74,berbunga,0
15,78.8,29.1,31.7,63.4,73.0,81.6,115.8,2.34,74,berbunga,0
16,76.2,29.2,29.4,64.1,71.7,80.9,112.0,2.43,74,berbunga,0
17,73.0,29.5,30.2,63.7,69.4,82.0,112.7,2.41,74,berbunga,1
18,72.8,28.3,29.9,65.2,66.3,80.4,112.9,2.42,74,berbunga,1
19,71.4,29.6,28.8,69.7,67.6,78.1,114.2,2.26,74,berbunga,1
20,70.5,28.1,27.6,69.3,68.0,79.8,108.6,2.23,74,berbunga,1
21,70.2,27.6,26.9,72.5,71.6,83.2,101.5,2.22,74,berbunga,3
22,70.1,26.9,26.8,74.2,73.7,83.3,100.6,2.27,74,berbunga,3
23,68.7,26.8,27.2,76.6,70.7,82.4,104.0,2.18,74,berbunga,3
0,67.8,26.8,24.2,78.8,68.6,80.8,105.2,2.15,75,berbunga,1
1,67.2,26.2,24.5,77.3,67.7,84.7,105.5,2.08,75,berbunga,1
2,66.9,25.5,25.1,77.2,69.0,84.7,104.5,2.36,75,berbunga,5
3,65.4,25.9,24.4,80.2,69.1,83.6,105.1,2.38,75,berbunga,1
4,65.3,24.6,23.9,81.5,68.6,83.5,106.5,2.48,75,berbunga,1
5,64.3,24.7,23.9,78.9,69.2,81.1,106.4,2.51,75,berbunga,1
6,74.2,25.9,24.9,78.0,70.6,81.7,110.7,2.61,75,berbunga,0
7,72.8,25.2,25.9,75.7,71.3,87.3,112.0,2.51,75,berbunga,0
8,71.2,25.0,25.6,73.1,71.4,87.8,112.8,2.48,75,berbunga,0
9,70.3,25.6,28.1,71.8,71.1,87.6,114.0,2.4,75,berbunga,0
10,67.9,26.1,28.4,67.3,67.9,86.4,113.1,2.42,75,berbunga,1
11,66.3,26.9,32.1,67.0,65.4,89.6,111.0,2.42,75,berbunga,1
12,77.1,27.4,32.4,65.2,65.9,89.7,108.8,2.27,75,berbunga,1
13,75.0,28.1,31.4,67.9,63.2,86.6,106.9,2.19,75,berbunga,1
14,72.6,28.6,32.6,62.9,63.9,85.6,108.4,2.32,75,berbunga,1
15,83.0,28.7,33.6,66.8,64.9,87.4,111.8,2.29,75,berbunga,1
16,81.5,28.8,30.7,67.0,64.6,86.9,112.6,2.34,75,berbunga,1
17,78.4,29.4,31.7,64.4,63.8,87.8,109.1,2.45,75,berbunga,1
18,78.3,28.5,30.3,69.0,66.0,89.0,110.6,2.54,75,berbunga,1
19,78.2,28.7,29.0,70.6,64.6,89.6,114.1,2.28,75,berbunga,1
20,76.7,27.8,27.5,70.1,65.3,91.9,116.0,2.23,75,berbunga,1
21,75.3,27.5,27.1,68.4,67.4,94.4,117.5,2.23,75,berbunga,1
22,74.7,27.2,26.4,75.8,66.0,94.6,116.2,2.41,75,berbunga,1
23,74.3,27.0,24.1,73.7,66.0,94.0,117.4,2.33,75,berbunga,1
0,73.5,26.9,25.7,77.0,66.2,90.4,120.6,2.28,76,pematangan,1
1,71.6,26.9,24.5,75.3,62.9,93.1,118.1,2.35,76,pematangan,1
2,70.3,25.8,24.7,80.4,62.6,93.5,118.8,2.31,76,pematangan,1
3,69.5,25.6,23.8,76.5,63.6,95.5,119.0,2.26,76,pematangan,1
4,68.4,25.3,26.4,78.9,62.1,96.0,117.5,2.24,76,pematangan,1
5,66.0,25.8,22.9,78.5,59.6,91.5,114.0,2.14,76,pematangan,1
6,75.2,25.4,24.2,78.1,56.6,93.1,118.9,2.16,76,pematangan,1
7,72.4,24.8,26.6,73.3,55.7,93.2,118.9,2.1,76,pematangan,1
8,69.6,25.4,29.2,74.2,52.6,90.2,117.8,2.13,76,pematangan,1
9,67.8,25.3,27.9,71.5,52.5,92.3,120.7,2.11,76,pematangan,2
10,65.6,26.2,31.5,67.3,55.4,92.1,118.2,2.1,76,pematangan,5
11,63.7,26.2,30.3,65.4,57.3,90.7,120.3,2.13,76,pematangan,1
12,73.5,26.8,32.8,59.5,59.9,89.1,117.8,2.22,76,pematangan,1
13,71.6,27.8,32.1,66.9,61.1,88.6,114.4,2.14,76,pematangan,1
14,69.8,28.4,33.7,63.8,66.4,91.3,115.5,2.18,76,pematangan,1
15,80.6,28.6,33.1,65.9,63.5,87.3,113.4,2.22,76,pematangan,1
16,77.9,28.9,30.7,65.9,64.9,89.9,109.8,2.21,76,pematangan,5
17,76.0,28.9,33.0,66.7,63.3,89.7,106.7,2.3,76,pematangan,7
18,76.1,28.4,29.1,69.2,65.3,92.2,105.8,2.2,76,pematangan,5
19,75.2,29.0,29.0,68.4,64.6,87.3,105.5,2.36,76,pematangan,5
20,74.0,28.5,29.9,73.0,61.3,85.3,104.1,2.29,76,pematangan,6
21,72.6,28.0,27.0,75.7,62.5,83.5,105.4,2.35,76,pematangan,5
22,71.5,27.7,26.3,74.8,64.3,85.6,102.4,2.25,76,pematangan,5
23,70.7,27.6,26.1,75.7,59.8,83.8,104.8,2.17,76,pematangan,5
0,69.7,27.2,25.7,79.1,60.5,85.1,109.0,2.27,77,pematangan,5
1,68.3,26.7,25.1,79.2,61.6,86.6,111.4,2.19,77,pematangan,1
2,67.5,25.8,23.7,78.6,65.5,85.2,108.6,2.03,77,pematangan,5
3,68.0,26.4,24.2,79.2,62.6,84.3,110.3,2.08,77,pematangan,5
4,67.1,25.2,24.5,80.2,63.7,84.6,111.5,2.25,77,pematangan,1
5,66.1,25.6,25.4,80.9,62.8,82.9,106.5,2.27,77,pematangan,5
6,77.0,25.2,25.2,77.2,63.7,84.0,104.2,2.25,77,pematangan,5
7,75.3,25.0,25.0,77.4,61.3,87.4,104.2,2.3,77,pematangan,5
8,73.2,25.4,27.3,76.9,59.8,88.4,105.6,2.08,77,pematangan,5
9,70.2,25.1,28.2,71.7,58.1,89.6,106.0,2.09,77,pematangan,5
10,68.2,25.2,31.1,67.9,55.9,85.7,106.3,2.12,77,pematangan,5
11,65.7,27.2,29.7,66.9,52.3,86.3,110.4,2.1,77,pematangan,5
12,75.5,27.6,32.2,63.7,56.8,88.2,112.7,2.27,77,pematangan,1
13,73.2,28.0,31.1,62.0,52.9,89.1,116.3,2.19,77,pematangan,1
14,72.2,28.7,32.9,62.8,52.4,88.7,115.2,2.24,77,pematangan,1
15,82.7,28.6,32.3,62.2,53.0,91.7,112.4,2.17,77,pematangan,1
16,81.3,29.6,31.4,67.3,51.1,92.6,114.4,2.15,77,pematangan,1
17,78.5,29.0,31.1,65.8,49.9,89.8,114.7,2.11,77,pematangan,1
18,77.7,28.5,29.7,64.7,50.3,90.9,115.7,2.24,77,pematangan,1
19,75.6,29.0,29.8,70.4,52.0,93.0,117.1,2.17,77,pematangan,1
20,74.1,28.8,28.4,71.8,53.9,95.7,114.9,2.15,77,pematangan,1
21,72.8,28.6,28.2,73.4,53.1,97.3,117.8,2.24,77,pematangan,1
22,72.0,26.9,26.8,72.1,54.8,99.1,122.1,2.21,77,pematangan,1
23,70.9,27.1,24.0,74.0,54.0,101.1,123.9,2.32,77,pematangan,1
0,71.4,26.6,24.9,80.5,57.0,100.2,119.4,2.43,78,pematangan,1
1,70.5,26.6,26.0,77.4,56.8,100.0,121.8,2.46,78,pematangan,1
2,68.9,26.5,25.5,80.1,56.8,98.1,122.0,2.42,78,pematangan,1
3,67.7,25.5,24.2,80.0,56.1,98.3,122.7,2.51,78,pematangan,1
4,65.2,25.3,23.9,77.5,56.9,94.7,121.4,2.61,78,pematangan,1
5,64.4,25.3,24.0,76.9,59.3,92.9,118.9,2.6,78,pematangan,1
6,73.7,25.3,25.4,79.0,61.8,93.0,116.6,2.8,78,pematangan,1
7,72.1,25.5,26.5,75.4,62.4,92.5,115.7,3.04,78,pematangan,1
8,70.6,24.6,26.5,72.9,64.7,91.5,117.6,3.1,78,pematangan,1
9,69.0,24.9,29.2,72.5,62.4,88.7,115.2,3.01,78,pematangan,1
10,66.0,26.0,31.0,65.1,63.2,88.8,113.0,3.02,78,pematangan,1
11,65.1,26.4,30.3,65.8,58.3,91.8,115.3,2.86,78,pematangan,1
12,75.7,27.9,31.6,66.6,55.9,94.2,114.6,2.97,78,pematangan,1
13,73.7,27.8,32.4,65.5,57.2,94.6,113.1,3.01,78,pematangan,1
14,71.5,28.7,32.5,63.7,56.5,93.6,114.5,2.91,78,pematangan,1
15,81.5,28.6,31.3,65.5,55.6,93.0,117.2,2.97,78,pematangan,1
16,79.7,29.9,30.8,66.7,53.5,95.3,118.4,2.91,78,pematangan,1
17,77.2,28.7,30.3,65.1,57.5,97.6,112.4,2.99,78,pematangan,1
18,76.8,28.6,30.3,65.3,58.5,100.9,113.7,2.89,78,pematangan,3
19,75.5,29.4,29.6,71.1,58.9,102.6,112.0,2.74,78,pematangan,1
20,74.2,29.2,28.4,71.3,56.9,104.8,110.9,2.69,78,pematangan,5
21,73.5,27.9,26.5,76.1,59.0,105.7,106.9,2.73,78,pematangan,5
22,73.1,27.4,25.9,73.3,55.6,106.9,110.4,2.72,78,pematangan,5
23,71.6,27.3,26.5,77.8,55.2,107.2,108.8,2.76,78,pematangan,0
0,72.2,26.8,24.3,78.8,52.8,104.9,111.9,2.89,79,pematangan,1
1,71.4,26.4,24.9,79.4,50.3,105.2,113.9,2.68,79,pematangan,1
2,69.4,26.0,24.1,79.4,51.7,104.8,115.3,2.54,79,pematangan,1
3,67.8,26.2,23.6,78.1,48.7,102.8,118.9,2.41,79,pematangan,1
4,67.0,25.0,24.0,79.5,48.0,104.9,117.6,2.39,79,pematangan,1
5,66.4,26.0,25.6,78.6,51.1,111.3,110.0,2.39,79,pematangan,5
6,76.1,24.3,25.2,78.2,51.3,112.0,106.1,2.31,79,pematangan,5
7,74.3,24.3,25.8,74.1,51.5,110.7,107.8,2.17,79,pematangan,5
8,72.0,25.5,26.1,73.8,51.1,106.9,107.5,2.21,79,pematangan,5
9,69.4,25.6,29.1,73.8,52.1,104.0,108.3,2.05,79,pematangan,5
10,67.3,26.5,30.9,66.4,50.4,102.1,109.4,2.01,79,pematangan,5
11,65.2,27.2,31.6,66.8,50.4,102.9,106.4,2.1,79,pematangan,5
12,76.0,27.4,32.7,61.1,52.0,106.6,102.2,1.83,79,pematangan,5
13,74.6,27.3,32.4,64.9,46.5,104.1,103.1,1.63,79,pematangan,5
14,72.7,28.8,30.9,64.6,46.1,105.1,103.9,1.72,79,pematangan,5
15,83.0,28.8,31.6,63.1,48.5,102.2,103.5,1.76,79,pematangan,5
16,81.7,29.1,31.7,66.5,47.3,101.5,104.9,1.92,79,pematangan,6
17,81.7,28.4,31.3,66.8,47.4,100.8,107.1,1.88,79,pematangan,4
18,80.6,28.6,29.6,71.3,47.5,101.4,108.7,1.92,79,pematangan,5
19,80.7,28.8,29.2,69.7,46.7,101.4,111.8,1.86,79,pematangan,1
20,78.8,28.4,28.7,71.9,47.7,102.5,108.8,1.8,79,pematangan,5
21,77.0,27.9,28.6,72.6,46.3,102.6,110.3,1.83,79,pematangan,5
22,76.0,27.9,27.6,72.5,46.7,100.5,109.1,1.97,79,pematangan,5
23,75.5,27.1,26.5,80.7,49.4,96.4,109.9,1.97,79,pematangan,5
0,74.4,27.0,25.6,77.7,50.8,95.6,111.6,2.01,80,pematangan,1
1,73.6,26.3,23.9,79.0,53.7,95.9,111.5,1.9,80,pematangan,1
2,74.0,25.9,23.5,79.5,55.0,96.0,111.0,1.92,80,pematangan,1
3,73.2,24.7,24.0,77.2,51.2,97.2,114.6,1.76,80,pematangan,1
4,71.4,25.6,24.8,77.6,56.0,97.7,118.2,1.8,80,pematangan,1
5,70.8,25.5,24.6,76.5,56.5,98.5,121.9,2.07,80,pematangan,0
6,80.3,24.7,25.4,80.5,53.9,99.8,117.6,1.97,80,pematangan,1
7,78.4,24.4,24.8,76.9,56.1,105.5,112.7,2.04,80,pematangan,1
8,76.5,25.3,26.1,72.8,59.6,102.5,116.3,1.89,80,pematangan,1
9,74.2,25.5,29.6,68.0,60.2,96.2,115.1,1.89,80,pematangan,1
10,72.8,25.9,30.0,66.5,61.8,96.3,115.1,1.84,80,pematangan,1
11,70.3,26.8,30.0,65.7,59.9,95.7,115.1,2.01,80,pematangan,1
12,80.5,27.0,32.5,62.3,59.9,97.9,119.3,2.03,80,pematangan,1
13,79.0,27.7,32.2,65.6,56.1,92.5,120.4,1.99,80,pematangan,1
14,77.2,28.4,34.3,62.7,55.8,90.1,120.2,2.03,80,pematangan,1
15,86.8,28.6,32.7,64.2,59.0,84.4,120.0,1.86,80,pematangan,1
16,84.4,29.5,31.5,65.3,58.4,88.1,124.4,2.03,80,pematangan,1
17,82.0,29.4,30.6,62.7,57.7,86.2,124.1,2.17,80,pematangan,1
18,81.4,28.7,30.2,69.5,58.6,87.5,121.8,2.08,80,pematangan,1
19,80.6,28.7,29.2,69.6,56.2,85.0,121.5,2.26,80,pematangan,1
20,79.9,29.2,27.3,67.2,54.8,85.0,123.8,2.24,80,pematangan,1
21,79.3,27.9,28.3,72.1,57.1,85.4,124.8,2.24,80,pematangan,1
22,77.6,27.4,27.0,73.9,61.6,86.5,120.0,2.23,80,pematangan,1
23,76.0,27.5,23.8,74.1,62.3,84.9,119.1,2.17,80,pematangan,1
0,74.9,27.2,24.8,78.0,59.8,83.8,118.9,2.21,81,pematangan,1
1,73.9,26.4,24.1,80.6,58.7,84.7,119.2,2.32,81,pematangan,1
2,72.6,26.2,25.1,79.9,57.6,85.9,115.4,2.55,81,pematangan,1
3,70.7,25.5,24.1,77.3,61.3,86.6,114.9,2.49,81,pematangan,1
4,69.8,24.9,25.2,78.8,63.5,83.6,111.1,2.52,81,pematangan,1
5,68.6,25.3,23.0,76.0,62.5,85.1,108.6,2.42,81,pematangan,5
6,77.8,25.5,24.1,78.5,62.2,85.7,105.9,2.41,81,pematangan,5
7,74.7,24.6,26.9,74.2,59.1,85.8,103.4,2.4,81,pematangan,5
8,72.0,25.3,26.8,73.9,57.8,87.1,102.0,2.41,81,pematangan,5
9,70.2,24.8,27.8,72.1,56.1,88.6,98.7,2.3,81,pematangan,5
10,68.4,26.0,29.6,69.6,56.1,87.6,94.8,2.2,81,pematangan,5
11,67.2,26.8,30.5,66.2,54.4,85.1,93.0,2.2,81,pematangan,5
12,77.8,27.9,32.2,64.0,51.9,87.9,94.7,2.11,81,pematangan,5
13,76.1,28.0,32.9,61.1,51.3,83.9,94.3,2.2,81,pematangan,5
14,74.0,28.2,30.6,68.1,51.6,85.3,94.9,2.29,81,pematangan,3
15,84.1,28.7,31.4,68.7,53.0,86.8,90.4,2.24,81,pematangan,5
16,82.1,29.4,31.2,65.4,50.7,86.5,89.8,2.37,81,pematangan,5
17,79.8,28.5,30.7,67.4,46.7,88.5,92.3,2.5,81,pematangan,5
18,79.3,29.4,30.7,65.9,47.6,89.5,90.7,2.29,81,pematangan,5
19,79.1,27.7,29.3,68.8,45.5,88.9,91.7,2.39,81,pematangan,5
20,77.8,27.8,28.0,71.2,48.3,88.7,92.8,2.36,81,pematangan,5
21,77.7,28.3,26.7,71.8,49.3,88.3,92.4,2.34,81,pematangan,5
22,77.0,27.8,25.3,77.6,49.7,93.4,91.7,2.48,81,pematangan,5
23,76.1,27.0,25.7,76.6,51.7,94.0,91.2,2.33,81,pematangan,5
0,75.2,26.7,25.3,76.2,53.6,92.9,95.5,2.28,82,pematangan,5
1,74.1,26.1,25.5,77.7,55.5,95.7,100.6,2.12,82,pematangan,5
2,72.5,26.0,24.0,79.7,57.5,92.1,101.5,2.03,82,pematangan,5
3,71.6,26.1,25.9,77.0,59.3,92.8,100.1,1.91,82,pematangan,5
4,71.7,24.7,23.9,80.9,61.5,92.8,95.5,1.88,82,pematangan,5
5,71.6,25.5,23.9,79.4,59.5,92.2,95.2,2.06,82,pematangan,5
6,81.2,25.2,25.2,79.7,61.4,92.5,96.4,2.06,82,pematangan,5
7,79.5,25.0,25.2,76.6,61.7,91.4,95.1,2.04,82,pematangan,5
8,77.7,25.7,27.5,72.2,63.4,91.1,91.3,2.16,82,pematangan,5
9,75.9,25.9,27.0,69.4,62.7,92.3,91.9,2.14,82,pematangan,5
10,73.9,26.0,30.5,70.5,59.9,94.8,88.5,1.98,82,pematangan,5
11,72.4,27.1,31.1,66.6,61.8,91.9,83.6,1.94,82,pematangan,5
12,82.8,26.8,31.9,65.6,59.5,92.0,84.6,1.79,82,pematangan,5
13,80.4,27.7,32.1,65.1,57.9,92.3,84.8,1.71,82,pematangan,5
14,79.4,29.1,30.9,64.0,56.8,89.7,88.3,1.87,82,pematangan,5
15,88.3,29.3,30.9,62.7,60.0,87.5,91.2,1.82,82,pematangan,0
16,85.8,28.9,32.5,68.8,61.1,85.7,91.4,1.97,82,pematangan,5
17,84.1,28.5,31.1,66.3,63.5,84.8,92.9,2.07,82,pematangan,5
18,83.3,29.0,29.5,70.3,64.1,85.9,95.5,2.18,82,pematangan,5
19,81.3,28.3,29.6,69.4,61.5,87.1,98.0,2.36,82,pematangan,5
20,80.8,27.4,28.7,73.2,62.3,87.8,96.6,2.18,82,pematangan,9
21,80.1,27.9,29.1,71.3,64.6,86.3,99.8,2.3,82,pematangan,5
22,78.9,27.2,27.7,72.1,62.0,87.7,93.1,2.33,82,pematangan,5
23,78.3,27.6,26.3,75.5,66.5,83.9,92.2,2.33,82,pematangan,5
0,77.5,26.2,25.0,76.5,61.4,82.8,91.8,2.31,83,pematangan,5
1,76.5,26.0,26.2,79.7,62.2,84.2,96.2,2.37,83,pematangan,2
2,75.1,26.5,24.3,79.9,64.0,82.9,104.6,2.4,83,pematangan,5
3,75.2,25.5,23.4,77.0,60.7,83.8,101.1,2.53,83,pematangan,5
4,73.1,25.9,23.0,78.7,62.0,85.0,102.9,2.57,83,pematangan,5
5,71.6,25.6,23.6,77.0,59.0,85.7,103.2,2.52,83,pematangan,5
6,80.9,24.7,24.6,76.8,60.4,84.2,99.5,2.53,83,pematangan,5
7,78.8,25.5,26.6,75.8,60.9,82.8,97.9,2.56,83,pematangan,5
8,77.7,25.5,28.0,72.3,57.2,82.5,97.2,2.58,83,pematangan,5
9,75.5,25.2,29.6,72.7,55.2,80.6,98.8,2.52,83,pematangan,5
10,73.4,25.5,30.1,68.8,52.0,80.3,102.1,2.56,83,pematangan,5
11,71.1,27.1,31.7,64.3,53.9,80.3,104.8,2.53,83,pematangan,5
12,82.6,26.9,33.6,66.8,55.3,78.9,106.9,2.53,83,pematangan,5
